id,name,postal_code,commune,numero,voie,lieu_dit,code_insee,siret,activite,contact_url,site_internet,longitude,latitude,transport_station_presence,stationnement_presence,stationnement_pmr,stationnement_ext_presence,stationnement_ext_pmr,cheminement_ext_presence,cheminement_ext_terrain_stable,cheminement_ext_plain_pied,cheminement_ext_ascenseur,cheminement_ext_nombre_marches,cheminement_ext_reperage_marches,cheminement_ext_sens_marches,cheminement_ext_main_courante,cheminement_ext_rampe,cheminement_ext_pente_presence,cheminement_ext_pente_degre_difficulte,cheminement_ext_pente_longueur,cheminement_ext_devers,cheminement_ext_bande_guidage,cheminement_ext_retrecissement,entree_reperage,entree_vitree,entree_vitree_vitrophanie,entree_plain_pied,entree_ascenseur,entree_marches,entree_marches_reperage,entree_marches_main_courante,entree_marches_rampe,entree_marches_sens,entree_dispositif_appel,entree_dispositif_appel_type,entree_balise_sonore,entree_aide_humaine,entree_largeur_mini,entree_pmr,entree_porte_presence,entree_porte_manoeuvre,entree_porte_type,accueil_visibilite,accueil_personnels,accueil_audiodescription_presence,accueil_audiodescription,accueil_equipements_malentendants_presence,accueil_equipements_malentendants,accueil_cheminement_plain_pied,accueil_cheminement_ascenseur,accueil_cheminement_nombre_marches,accueil_cheminement_reperage_marches,accueil_cheminement_main_courante,accueil_cheminement_rampe,accueil_cheminement_sens_marches,accueil_chambre_nombre_accessibles,accueil_chambre_douche_plain_pied,accueil_chambre_douche_siege,accueil_chambre_douche_barre_appui,accueil_chambre_sanitaires_barre_appui,accueil_chambre_sanitaires_espace_usage,accueil_chambre_numero_visible,accueil_chambre_equipement_alerte,accueil_chambre_accompagnement,accueil_retrecissement,sanitaires_presence,sanitaires_adaptes,labels,labels_familles_handicap,registre_url,conformite,web_url
aae6687e-46c7-4b92-a44b-c30109edea57,01 - Café Vira,75008,Paris,60,Avenue des Champs Elysées,,75108,,Restaurant,https://www.vira.fr/contact,https://www.vira.fr,2.306079,48.870631,True,False,,False,,False,,,,,,,,,,,,,,,False,False,,,,,,,,,True,,True,True,,False,True,,automatique,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://acceslibre.beta.gouv.fr/app/75-paris/a/restaurant/erp/cafe-citron/
aa02b0db-5b48-4670-88f5-e6664cf82f91,01 TECHNICAL SPIRIT Productions Audiovisuelles,54560,Sancy,,,Bois l'Abbé sous Convert,54491,,Photographie,,http://www.technicalspirit.fr/,5.961479,49.354773,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://acceslibre.beta.gouv.fr/app/54-sancy/a/photographie/erp/01-technical-spirit-productions-audiovisuelles/
bd07760d-72d3-42d8-8d22-879e9e1a1a9f,02 Aventure,11000,Carcassonne,,la Cavayère,,,,Accrobranche,,http://www.o2aventure.com/,2.41625726222992,43.184518852169084,True,True,False,True,True,,,,,,,,,,,,,,,,True,False,,True,,,,,,,False,,False,True,,False,True,,manuelle,True,,,,,,False,False,2,False,False,aucune,montant,,,,,,,,,,False,False,,,,,,https://acceslibre.beta.gouv.fr/app/11-carcassonne/a/accrobranche/erp/02-aventure/
538a3dbd-bbf5-423d-8958-7701c032f02d,0 5 Sens,81500,Lavaur,3,Rue des Goutisses,,81140,,"Soins de beauté, esthétique",,https://www.o5sens.com/,1.816311,43.702617,,True,True,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,90,,True,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,,,,,https://acceslibre.beta.gouv.fr/app/81-lavaur/a/soins-de-beaute/erp/0-5-sens/
c7d781c0-12cf-4d66-aeef-571d8d4efd4f,0'mok@bar,75018,Paris,43,Rue de la Chapelle,,75118,,"Café, bar, brasserie",,http://omokabar.eatbu.com/,2.359299,48.893598,True,False,,True,True,False,,,,,,,,,,,,,,,True,True,True,True,,,,,,,False,,False,False,90,,True,battante,manuelle,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,https://acceslibre.beta.gouv.fr/app/75-paris/a/cafeteria/erp/0mokbar/
893019fe-cf9e-405e-9423-91955766cb45,0RPI,76120,Le Grand-Quevilly,10,Avenue John Fitzgerald Kennedy,,76322,,Agence immobilière,,,1.050464800318878,49.40880109458048,True,False,True,True,True,False,,,,,,,,,,,,,,,True,True,False,False,False,0,,,aucune,,False,,False,False,93,False,True,battante,manuelle,True,formés,,,False,,True,,,,,,,,,,,,,,,,False,False,,,,,False,https://acceslibre.beta.gouv.fr/app/76-le-grand-quevilly/a/agence-immobiliere/erp/0rpi/
edae5a97-21c8-4ae8-99a3-c5aaa44131a6,1,13090,Aix-en-Provence,4,Rue des Félibres,,13001,,Restauration rapide,,,5.444679,43.51826,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://acceslibre.beta.gouv.fr/app/13-aix-en-provence/a/restauration-rapide/erp/1/
7ddf0802-7ead-48bf-9fc6-ce414292dd33,1000 & 1 Délices,75009,Paris,42,Rue Rodier,,75109,,Achat or,https://1000-et-1-delices.business.site/,https://1000-et-1-delices.business.site/,2.343475,48.879522,True,False,,True,True,False,,,,,,,,,,,,,,,True,True,True,True,,,,,,,,,,,,False,True,battante,manuelle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://acceslibre.beta.gouv.fr/app/75-paris/a/achat-or/erp/1000-1-delices/
94d7759c-af72-4aeb-b18d-7a20582fbe0c,1000 BORNES AUTO-ECOLE,16800,Soyaux,211,Avenue du General de Gaulle,,16374,,Auto école,,http://www.1000bornes-auto-ecole.fr/,0.191331,45.641943,,True,True,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,90,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://acceslibre.beta.gouv.fr/app/16-soyaux/a/auto-ecole/erp/1000-bornes-auto-ecole/
128b173b-71c1-4e86-bf70-91122cee51ec,1000 Club,88120,Cleurie,1,Chemin de Chevrimont,,88109,,Salle des fêtes,,,6.676431,48.051255,,True,True,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,90,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://acceslibre.beta.gouv.fr/app/88-cleurie/a/salle-des-fetes/erp/1000-club/
ab72d18c-74e6-4762-96f4-0f24373288e2,1000habitat,38530,Chapareillan,2,Place de la Mairie,,38075,,Agence immobilière,,http://1000habitat.fr/,5.99045,45.462874,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://acceslibre.beta.gouv.fr/app/38-chapareillan/a/agence-immobiliere/erp/1000habitat/
32fad4de-4c98-4e35-b646-2ae2a3619863,1000 HABITAT,73250,Saint-Pierre-d'Albigny,200,Rue des Blaches,,73270,,Agence immobilière,,http://www.1000habitat.fr/,6.164512,45.553812,,True,True,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,90,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://acceslibre.beta.gouv.fr/app/73-saint-pierre-dalbigny/a/agence-immobiliere/erp/1000-habitat/
4b4da93d-ff79-4234-aeb4-c6925c9763ca,1000Nails,13800,Istres,,Allée des Salpétriers,,13047,,"Soins de beauté, esthétique",,http://www.1000nails.fr/,4.960518,43.513872,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,,,,,https://acceslibre.beta.gouv.fr/app/13-istres/a/soins-de-beaute/erp/1000nails/
5d9baa51-7501-4be4-90dc-c58f9c270ae2,1001 Astuces de Filles,65300,Lannemezan,252,Boulevard des Tilleuls,,65258,,"Soins de beauté, esthétique",,http://www.1001astucesdefilles.fr/,0.386312,43.119692,,True,True,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,90,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://acceslibre.beta.gouv.fr/app/65-lannemezan/a/soins-de-beaute/erp/1001-astuces-de-filles/
6aab3bb6-c22f-4554-969f-020e6111b06b,1001 Coiffures,07700,Saint-Just-d'Ardèche,,Place du 19 Mars,,07259,,Coiffure,,https://www.facebook.com/valerie.coiffure.39,4.612969,44.302973,,True,True,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,90,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://acceslibre.beta.gouv.fr/app/07-saint-just-dardeche/a/coiffure/erp/1001-coiffures/
5f745ea8-7543-4a87-b283-fd811a97e2aa,1001 Fleurs Aux,92200,Neuilly-sur-Seine,108,Avenue Charles de Gaulle,,92051,,Fleuriste,,http://www.carreaudeneuilly.com/site/les_commercants_du_carreau/la_maison/fleuriste/aux-mille-et-une-fleurs,2.268512,48.882549,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,90,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://acceslibre.beta.gouv.fr/app/92-neuilly-sur-seine/a/fleuriste/erp/1001-fleurs-aux/
6e1b03c7-8494-4966-acd6-93bb2d394e75,1001 FLEURS CBD,88120,Vagney,12,Rue Michel Collinet,,88486,,Commerce,,,6.715159,48.007791,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://acceslibre.beta.gouv.fr/app/88-vagney/a/commerce/erp/1001-fleurs-cbd/
0240b389-f0bc-424e-82dd-ebcb2bba53c7,1001 Fromages,64200,Biarritz,8,Rue Victor Hugo,,,,Crèmerie Fromagerie,,,-1.561197,43.481776,True,False,,True,,False,,,,,,,,,,,,,,,True,True,True,False,False,2,,False,aucune,montant,,,,False,90,,True,battante,manuelle,True,non-formés,False,,False,,True,,,,,,,,,,,,,,,,False,False,,,,,,https://acceslibre.beta.gouv.fr/app/64-biarritz/a/cremerie-fromagerie/erp/1001-fromages/
0280752d-83a4-493b-9c9c-220c4e5e0ee3,1001 NEGOCE,95500,Gonesse,6,Rue Berthelot,,95277,,Boucherie / commerce de viande,,http://www.1001negoce.fr/,2.457307,48.983032,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://acceslibre.beta.gouv.fr/app/95-gonesse/a/boucherie/erp/1001-negoce/
3e92bde3-fdbf-4ace-8e1d-c21c11d214f4,1001 Piles batteries,69003,Lyon,88,Rue Servient,,69383,,Vente de matériel et équipement industriels,,,4.849932,45.760393,,,,,,False,,,,,,,,,,,,,,,True,True,True,True,,,,,,,False,,False,True,90,False,True,battante,manuelle,True,,,,False,,True,,,,,,,,,,,,,,,,False,False,,,,,,https://acceslibre.beta.gouv.fr/app/69-lyon/a/vente-de-materiel-et-equipement-industriels/erp/1001-piles-batteries/
e08bb3ef-35d7-4c82-8995-c0cfebe42875,1001 piles Espace numérique,12000,Rodez,19,Avenue Tarayre,,12202,,Électroménager et matériel audio-vidéo,,,2.579269,44.356565,True,,,True,True,,,,,,,,,,,,,,,,True,True,True,True,,,,,,,,,,,90,,True,battante,manuelle,True,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,https://acceslibre.beta.gouv.fr/app/12-rodez/a/electromenager-et-materiel-audio-video/erp/1001-piles-espace-numerique/
9e36470e-c784-4b7b-b5a7-d6e653af68b0,1001 Plantes,71000,Mâcon,240,Rue Carnot,,71270,,Herboristerie naturopathie,,,4.831565,46.30312,,False,,False,,False,,,,,,,,,,,,,,,True,True,True,False,False,1,False,False,,montant,False,,,,80,False,True,battante,manuelle,True,,,,,,True,,,,,,,,,,,,,,,,False,,,,,,,https://acceslibre.beta.gouv.fr/app/71-macon/a/herboristerie-naturopathie/erp/1001-plantes/
0faa9809-879f-4e01-ac98-889447517619,1001 Salles - Prestataires événementiels,94200,Ivry-sur-Seine,11,Rue Maurice Grandcoing,,94041,,Salle des fêtes,,https://www.1001salles.com/,2.392821,48.813718,,True,True,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,90,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://acceslibre.beta.gouv.fr/app/94-ivry-sur-seine/a/salle-des-fetes/erp/1001-salles-prestataires-evenementiels/
29f94a9b-f4c3-4cf1-b3e8-fa261f6285e1,1001 Sandwiches,24620,Les Eyzies,34,Avenue de la Préhistoire,,24172,,Restauration rapide,,,1.012476,44.936969,,True,True,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,90,,True,,,,,,,,,,,,,,,,,,,,,,,,,False,True,True,,,,,https://acceslibre.beta.gouv.fr/app/24-les-eyzies/a/restauration-rapide/erp/1001-sandwiches/
79e84e1d-823a-4a5d-a4fc-03efe5620851,1001 Saveurs,64122,Urrugne,73,Route de la Corniche,,64545,,Boulangerie Pâtisserie,,,-1.6860901267818917,43.390444450722356,,False,,True,,False,,,,,,,,,,,,,,,True,True,,True,,,,,,,False,,False,True,90,False,True,battante,manuelle,True,,,,,,True,,,,,,,,,,,,,,,,,False,,,,,,https://acceslibre.beta.gouv.fr/app/64-urrugne/a/boulangerie-patisserie/erp/1001-saveurs/
08a67500-65f9-4f46-be8d-86e13cfdfa90,1001 Sourires Photographie,95000,Cergy,102,Rue des Chênes Mauves,,95127,,Photographie,,http://1001souriresphotographie.fr/,2.071203,49.040014,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://acceslibre.beta.gouv.fr/app/95-cergy/a/photographie/erp/1001-sourires-photographie/
4be657ee-2509-4b81-9313-bb7ffbbea3ff,1001 VII Vap Vape CBD Shop,69007,Lyon,33,Avenue Jean Jaurès,,,,Magasin de cbd,,https://achetercbd.net,4.845541,45.751103,True,True,True,True,,True,False,True,,,,,,,False,,,,,True,,,,,,,,,,,,,True,,,,True,battante,automatique,True,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,https://acceslibre.beta.gouv.fr/app/69-lyon/a/magasin-de-cannabis-cbd-shop/erp/1001-vii-vap-vape-cbd-shop/
dee7affb-7227-4683-84d0-8f74fa014332,100 % Bijoux,04100,Manosque,56,Rue Grande,,04112,,Bijouterie joaillerie,,,5.783066,43.83323,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,90,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://acceslibre.beta.gouv.fr/app/04-manosque/a/bijouterie-joaillerie/erp/100-bijoux/
2e239938-b0b0-4184-8965-0034e6c9cb49,100% Coiffure BREST Géant,29200,Brest,1,rue Georges Didailler,,29019,,Coiffure,,https://www.100pour100coiffure.fr/,-4.467861,48.408958,,True,True,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,90,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://acceslibre.beta.gouv.fr/app/29-brest/a/coiffure/erp/100-coiffure-brest-geant/
bd039976-759c-4bbf-9d88-86836abd8d40,100% Coiffure BREST Liberté,29200,Brest,6,rue de Glasgow,,29019,,Coiffure,,https://www.100pour100coiffure.fr/,-4.48533,48.391633,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://acceslibre.beta.gouv.fr/app/29-brest/a/coiffure/erp/100-coiffure-brest-liberte/
aaaa544d-ae54-491a-87c3-220230b65f35,100% Coiffure BREST Siam,29200,Brest,,rue de Siam,,29019,,Coiffure,,https://www.100pour100coiffure.fr/,-4.490391,48.386921,,True,True,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,90,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://acceslibre.beta.gouv.fr/app/29-brest/a/coiffure/erp/100-coiffure-brest-siam/
83985b57-b881-4661-8c0a-54cb82dc6658,100% Coiffure - Coiffeur Fougères,35300,Fougères,98,Rue de la Forêt,,35115,,Coiffure,,https://www.moncoiffeur.fr/coiffeur/100-coiffure-fougeres,-1.196406,48.357172,,True,True,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,90,,True,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,,,,,https://acceslibre.beta.gouv.fr/app/35-fougeres/a/coiffure/erp/100-coiffure-coiffeur-fougeres/
905bfe00-19dd-4b2b-87f4-de7ee01c2957,100% Des Marques,62000,Arras,2,Rue Claude Bernard,,,,Vêtements,,https://www.espace-des-marques.com/marques/112-von-dutch?pk_campaign=cpc%7CAdWords%20Search%7C13609100775%7C123654496533&pk_kwd=aud-769946747009:kwd-303306058965%7C529367629617&gclid=CjwKCAjwmeiIBhA6EiwA-uaeFWusvK6NBqVtph0cseOz9UznD91Sla3gAR9SlPsIKdIWA0XL,2.7361058591486653,50.299528464925686,True,True,True,True,True,True,True,True,,,,,,,False,,,,False,False,True,True,True,True,,,,,,,,,,,90,False,True,coulissante,automatique,True,,,,,,True,,,,,,,,,,,,,,,,False,False,,,,,,https://acceslibre.beta.gouv.fr/app/62-arras/a/vetements-sous-vetements-lingerie/erp/100-des-marques/
5265ef85-bea6-4e41-b026-a8dd9bd75659,100% FERMIERS,17690,Angoulins,22,Avenue des Fourneaux,,17010,,Commerce,,,-1.099018,46.107189,,True,,True,True,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,False,,,,,https://acceslibre.beta.gouv.fr/app/17-angoulins/a/commerce/erp/100-fermiers/
746bba25-bb63-4b8a-b5cb-a340feb0b7c3,100 % fille,42600,Montbrison,4,Rue Marguerite Fournier,,42147,,Chaussures,,,4.066714346408845,45.60618319808758,False,False,,True,,False,,,,,,,,,,,,,,,True,True,True,True,,,,,,,,,,,80,False,True,battante,manuelle,True,,,,,,True,,,,,,,,,,,,,,,,False,False,,,,,,https://acceslibre.beta.gouv.fr/app/42-montbrison/a/chaussures/erp/100-fille/
297cf517-ea6b-4770-a376-6f60b1c417b9,100 % HABITAT - Bourges - Crédit Agricole Centre Loire,18000,Bourges,39,Rue de Sarrebourg,,18033,,"Banques, caisses d'épargne",,https://www.credit-agricole.fr/ca-centreloire/particulier.html,2.403417,47.080212,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,90,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://acceslibre.beta.gouv.fr/app/18-bourges/a/banques-caisses-depargne/erp/100-habitat-bourges-credit-agricole-centre-loire/
db12bbe2-40ac-49f5-a6f8-08253f757b3c,100 % HABITAT - Montargis - Crédit Agricole Centre Loire,45200,Amilly,699,Avenue d'Antibes,,45004,,"Banques, caisses d'épargne",,https://www.credit-agricole.fr/ca-centreloire/particulier/agence/centre-loire/100-pour-cent-habitat-montargis-509.html,2.733124,47.981017,,True,True,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,90,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://acceslibre.beta.gouv.fr/app/45-amilly/a/banques-caisses-depargne/erp/100-habitat-montargis-credit-agricole-centre-loire/
a68818b7-c327-4ced-b424-f06a7a2d9606,100 % HABITAT - Orléans - Crédit Agricole Centre Loire,45000,Orléans,14,Boulevard Rocheplatte,,45234,,"Banques, caisses d'épargne",,https://www.credit-agricole.fr/ca-centreloire/particulier.html,1.898921,47.905623,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,90,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://acceslibre.beta.gouv.fr/app/45-orleans/a/banques-caisses-depargne/erp/100-habitat-orleans-credit-agricole-centre-loire/
641ec4b9-6d6f-4dec-ad5d-9c6a5631d1a2,100 % Latino,21000,Dijon,15,Rue Général Fauconnet,,21231,,"Café, bar, brasserie",,,5.042668282985688,47.331111745744245,False,False,,True,False,False,,,,,,,,,,,,,,,,True,True,False,False,1,False,False,,montant,True,"[""bouton""]",,True,,False,True,battante,manuelle,True,,,,,,True,,,,,,,,,,,,,,,,,True,,,,,,https://acceslibre.beta.gouv.fr/app/21-dijon/a/cafeteria/erp/100-latino/
bd566b5e-ed0d-485a-ac6b-f553017fb3a5,100m2,42600,Montbrison,10,Rue Victor de Laprade,,42147,,Agence immobilière,,http://www.100m2.fr/,4.064899,45.607183,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://acceslibre.beta.gouv.fr/app/42-montbrison/a/agence-immobiliere/erp/100m2/
126d2dbf-0ab3-495c-b34f-0318522d7412,100m beach balcony parking-Surfhouse Beach flat,64700,Hendaye,,Rue des jasmins,,64260,,Hôtel,,,-1.771186,43.372586,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,80,,True,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,https://acceslibre.beta.gouv.fr/app/64-hendaye/a/hotel/erp/100m-beach-balcony-parking-surfhouse-beach-flat/
568b2336-25da-4f58-897f-e61d908b57e2,100 pour 100 Optique Stéphane Tocze,13012,Marseille,,Rue gaston de flotte,,13212,,Opticien,,,5.427416,43.296838,,True,True,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,90,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://acceslibre.beta.gouv.fr/app/13-marseille/a/optique/erp/100-pour-100-optique-stephane-tocze/
2f7f5b69-02fb-44ba-bb94-8ea47988a5b2,100 pour 100 permis,88100,Sainte-Marguerite,471,Rue d'Alsace,,88424,,Auto école,,https://auto-ecole-100pour100permis.com/,6.982995,48.267691,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://acceslibre.beta.gouv.fr/app/88-sainte-marguerite/a/auto-ecole/erp/100-pour-100-permis/
c1db01e1-8252-45d2-a810-02d21fa488d7,100 pour cent Sports,74600,Annecy,99,Route des rutys,,74010,,Vente d'articles de sport,,,6.126640141010285,45.94384640094335,True,,,,,False,,,,,,,,,,,,,,,True,True,True,False,False,3,False,False,aucune,,,,,,90,False,True,battante,manuelle,True,,,,False,,True,,,,,,,,,,,,,,,,,False,,,,,False,https://acceslibre.beta.gouv.fr/app/74-annecy/a/vente-location-darticles-de-sport/erp/100-pour-cent-sports/
4a42acf5-c8d6-4675-a541-f03f0c05476c,100 Zen,77176,Savigny-le-Temple,15,Allée de Montmorency,,77445,,"Soins de beauté, esthétique",,http://institut-100-zen.fr/,2.55289,48.60487,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://acceslibre.beta.gouv.fr/app/77-savigny-le-temple/a/soins-de-beaute/erp/100-zen/
46708a23-d5a4-4e22-9487-0ea51406eea3,1010 Interim Air,11100,Narbonne,6bis,Rue du Bourget,,,,Agence de travail temporaire,,,2.9976219999999976,43.18034899999998,False,False,,True,True,False,,,,,,,,,,,,,,,True,True,True,False,False,1,False,False,aucune,montant,False,,False,False,90,False,True,battante,manuelle,True,formés,False,,False,,True,,,,,,,,,,,,,,,,False,False,,,,,,https://acceslibre.beta.gouv.fr/app/11-narbonne/a/agence-de-travail-temporaire/erp/1010-interim-air/
ea3b261e-a460-40d2-b804-ad2d86479326,101CAFFE' Vannes,56000,Vannes,12,Rue Saint-Salomon,,56260,,"Café, bar, brasserie",,,-2.758419,47.65755,,False,,,,,,,,,,,,,,,,,,,,,,False,,1,,,aucune,montant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,https://acceslibre.beta.gouv.fr/app/56-vannes/a/cafeteria/erp/101caffe-vannes/
529f9679-2c36-42ad-a8ae-5a6570c20eeb,101 - CashConverters,69007,Lyon,43,Avenue Jean Jaurès,,,,Jeux vidéo,,http://googl.sh/r/3vWXeS,4.837636,45.738402,True,True,False,True,,,,,,,,,,,,,,,,,True,True,,,,,,,,,,,,,,,True,,automatique,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.cashconverters.fr/mentions-legales,,https://acceslibre.beta.gouv.fr/app/69-lyon/a/jeux-video/erp/cashconverters/
9de60ad0-8b03-4f31-b714-b6eb824d40b9,10/24,34200,Sète,,Route d'Agde,,34301,,Restaurant,,,3.609716892242432,43.362407442439306,,True,True,False,,True,True,True,,,,,,,False,,,aucun,False,False,True,,,True,,,,,,,,,,True,,False,True,,,True,formés,,,False,,True,,,,,,,,,,,,,,,,False,True,True,,,,,https://acceslibre.beta.gouv.fr/app/34-sete/a/restaurant/erp/1024/
16222420-ecfb-4f24-9b52-72d935c4c67d,1055,39570,Perrigny,1055,Rue de la Lième,,,,Restaurant,,https://www.1055.fr/,5.583203,46.680008,,True,True,True,False,False,,,,,,,,,,,,,,,True,True,True,True,,,,,,,,,,,90,False,True,battante,manuelle,True,,,,,,True,,,,,,,,,,,,,,,,False,True,True,,,,,https://acceslibre.beta.gouv.fr/app/39-perrigny/a/restaurant/erp/1055/
d54117ff-fc07-4aac-bc7a-9a81ff999a23,105 degrés,22260,Pontrieux,16,Rue Saint Yves,,22250,,Chocolatier,,,-3.160625,48.697177,,True,True,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,90,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://acceslibre.beta.gouv.fr/app/22-pontrieux/a/chocolatier/erp/105-degres/
73c2cd9c-a2a5-4d75-bcc1-afe87b274c3a,1064,47000,Agen,60bis,Boulevard de la République,,47001,,Bijouterie joaillerie,,http://www.atelier-1064.fr/,0.618028,44.204858,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,90,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://acceslibre.beta.gouv.fr/app/47-agen/a/bijouterie-joaillerie/erp/1064/
d4c0b963-9420-47cb-b481-5a3823e51ebe,106 Bd de Clichy,75018,Paris,106,Boulevard de Clichy,,75118,,Restaurant,,,2.3311963677406315,48.88435290079336,True,False,,True,False,False,,,,,,,,,,,,,,,True,True,True,,,,,,,,False,,False,False,180,False,True,battante,manuelle,True,non-formés,,,False,,True,,,,,,,,,,,,,,,,False,True,False,,,,,https://acceslibre.beta.gouv.fr/app/75-paris/a/restaurant/erp/106-bd-de-clichy/
4cc62341-3bde-49bf-a34e-a1f705b5a18c,106 - DuoDeCoeurs,69007,Lyon,33,Rue de Marseille,,,,Agence matrimoniale,,https://duodecoeurs.com,4.839732,45.750936,True,True,True,True,True,False,,,,,,,,,,,,,,,True,False,,True,,,,,,,False,,True,True,,True,True,battante,automatique,True,,,,,,True,,,,,,,,,,,,,,,,False,,,,,,,https://acceslibre.beta.gouv.fr/app/69-lyon/a/agence-matrimoniale/erp/106-duodecoeurs/
b580c952-ccfe-4cc4-b5d3-2d3ff2f25229,"107 Bd Bessières, 75017 Paris",75017,Paris,107,Boulevard Bessières,,75117,,Restauration rapide,,https://www.pizzakingparis17.fr/,2.316917,48.895381,False,False,,True,,False,,,,,,,,,,,,,,,True,,,,,,,,,,False,,False,True,,,True,battante,manuelle,True,non-formés,,,,,True,,,,,,,,,,,,,,,,False,,,,,,,https://acceslibre.beta.gouv.fr/app/75-paris/a/restauration-rapide/erp/107-bd-bessieres-75017-paris/
787cdc0f-ad8a-47e1-8d92-b432e95e8b31,109 Coiffure Sophie,41350,Vineuil,8bis,Place du 11 Novembre,,41295,,Coiffure,,,1.377538,47.581707,,True,True,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,90,,True,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,,,,,https://acceslibre.beta.gouv.fr/app/41-vineuil/a/coiffure/erp/109-coiffure-sophie/
